[2026-06-10 17:03:44]: NEW PENDING PROCESS: PID=51331 | powershell.exe | uy.edu.um.entities.User@6e5e91e4 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75445 | chrome.exe | uy.edu.um.entities.User@5e8c92f4 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=92604 | services.exe | uy.edu.um.entities.User@deb6432 | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=62411 | diskpart.exe | uy.edu.um.entities.User@deb6432 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=83169 | explorer.exe | uy.edu.um.entities.User@61e4705b | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57433 | regedit.exe | uy.edu.um.entities.User@5e8c92f4 | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=86130 | node.exe | uy.edu.um.entities.User@51521cc1 | P=133
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=79989 | mvn.exe | uy.edu.um.entities.User@2957fcb0 | P=163
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=99708 | gradle.exe | uy.edu.um.entities.User@51521cc1 | P=162
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=23001 | ftp.exe | uy.edu.um.entities.User@28ba21f3 | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=61260 | explorer.exe | uy.edu.um.entities.User@694f9431 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=86510 | wmic.exe | uy.edu.um.entities.User@f2a0b8e | P=114
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69686 | diskpart.exe | uy.edu.um.entities.User@f2a0b8e | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=87844 | mvn.exe | uy.edu.um.entities.User@1376c05c | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=50995 | notepad.exe | uy.edu.um.entities.User@694f9431 | P=102
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=41232 | powershell.exe | uy.edu.um.entities.User@deb6432 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=45373 | ipconfig.exe | uy.edu.um.entities.User@694f9431 | P=229
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=87838 | ping.exe | uy.edu.um.entities.User@50134894 | P=101
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=49223 | chrome.exe | uy.edu.um.entities.User@deb6432 | P=84
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=50169 | taskmgr.exe | uy.edu.um.entities.User@deb6432 | P=70
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=1596 | notepad.exe | uy.edu.um.entities.User@51521cc1 | P=226
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75375 | explorer.exe | uy.edu.um.entities.User@51521cc1 | P=130
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=89843 | netstat.exe | uy.edu.um.entities.User@51521cc1 | P=100
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=75318 | ipconfig.exe | uy.edu.um.entities.User@694f9431 | P=197
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=26181 | node.exe | uy.edu.um.entities.User@1b4fb997 | P=69
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=19831 | ping.exe | uy.edu.um.entities.User@61e4705b | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=7568 | services.exe | uy.edu.um.entities.User@1376c05c | P=52
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=73318 | powershell.exe | uy.edu.um.entities.User@f2a0b8e | P=117
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=76993 | wmic.exe | uy.edu.um.entities.User@f2a0b8e | P=98
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=59857 | calc.exe | uy.edu.um.entities.User@28ba21f3 | P=196
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57864 | git.exe | uy.edu.um.entities.User@5e8c92f4 | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=28368 | ssh.exe | uy.edu.um.entities.User@1376c05c | P=66
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=57463 | python.exe | uy.edu.um.entities.User@61e4705b | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=45983 | taskmgr.exe | uy.edu.um.entities.User@f2a0b8e | P=116
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=86847 | node.exe | uy.edu.um.entities.User@28ba21f3 | P=196
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=2640 | cmd.exe | uy.edu.um.entities.User@1b4fb997 | P=54
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=69545 | netstat.exe | uy.edu.um.entities.User@5e8c92f4 | P=67
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=94643 | explorer.exe | uy.edu.um.entities.User@50134894 | P=99
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=65657 | powershell.exe | uy.edu.um.entities.User@593634ad | P=115
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=13618 | node.exe | uy.edu.um.entities.User@1b4fb997 | P=83
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=61408 | ssh.exe | uy.edu.um.entities.User@51521cc1 | P=196
[2026-06-10 17:06:12]: NEW PENDING PROCESS: PID=62562 | chrome.exe | uy.edu.um.entities.User@694f9431 | P=196
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=51331 | powershell.exe | uy.edu.um.entities.User@73c6c3b2 | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=47122 | services.exe | uy.edu.um.entities.User@48533e64 | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=57160 | powershell.exe | uy.edu.um.entities.User@64a294a6 | P=115
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=19520 | taskmgr.exe | uy.edu.um.entities.User@7e0b37bc | P=131
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=69402 | netstat.exe | uy.edu.um.entities.User@3b95a09c | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=54724 | gradle.exe | uy.edu.um.entities.User@7e0b37bc | P=163
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=55995 | ftp.exe | uy.edu.um.entities.User@6ae40994 | P=133
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=11014 | cmd.exe | uy.edu.um.entities.User@1a93a7ca | P=84
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=83656 | ssh.exe | uy.edu.um.entities.User@73c6c3b2 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=24752 | ssh.exe | uy.edu.um.entities.User@7e0b37bc | P=166
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=36887 | docker.exe | uy.edu.um.entities.User@1a93a7ca | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=68906 | netstat.exe | uy.edu.um.entities.User@3b95a09c | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=99038 | cmd.exe | uy.edu.um.entities.User@48533e64 | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=96813 | gradle.exe | uy.edu.um.entities.User@3d82c5f3 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=53121 | docker.exe | uy.edu.um.entities.User@3b95a09c | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=58698 | taskmgr.exe | uy.edu.um.entities.User@2b05039f | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=24741 | control.exe | uy.edu.um.entities.User@3d82c5f3 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=55956 | mvn.exe | uy.edu.um.entities.User@7e0b37bc | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=74438 | ping.exe | uy.edu.um.entities.User@61e717c2 | P=163
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=91329 | ssh.exe | uy.edu.um.entities.User@66cd51c3 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=43803 | ping.exe | uy.edu.um.entities.User@73c6c3b2 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=27505 | chrome.exe | uy.edu.um.entities.User@61e717c2 | P=130
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=43451 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=228
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=62192 | notepad.exe | uy.edu.um.entities.User@64a294a6 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=77653 | chrome.exe | uy.edu.um.entities.User@3b95a09c | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=76208 | ftp.exe | uy.edu.um.entities.User@4dcbadb4 | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=27009 | ping.exe | uy.edu.um.entities.User@2b05039f | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=94876 | cmd.exe | uy.edu.um.entities.User@7e0b37bc | P=163
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=19491 | control.exe | uy.edu.um.entities.User@3b95a09c | P=115
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=73893 | ping.exe | uy.edu.um.entities.User@61e717c2 | P=198
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=82095 | regedit.exe | uy.edu.um.entities.User@4dcbadb4 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=84665 | control.exe | uy.edu.um.entities.User@3d82c5f3 | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=30125 | control.exe | uy.edu.um.entities.User@4dcbadb4 | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=17696 | netstat.exe | uy.edu.um.entities.User@73c6c3b2 | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=77055 | wmic.exe | uy.edu.um.entities.User@1a93a7ca | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=31700 | cmd.exe | uy.edu.um.entities.User@3b95a09c | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=68843 | notepad.exe | uy.edu.um.entities.User@7e0b37bc | P=133
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=28110 | java.exe | uy.edu.um.entities.User@64a294a6 | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=70368 | ftp.exe | uy.edu.um.entities.User@64a294a6 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=2455 | ipconfig.exe | uy.edu.um.entities.User@7e0b37bc | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=13200 | ipconfig.exe | uy.edu.um.entities.User@2b05039f | P=162
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=69281 | ipconfig.exe | uy.edu.um.entities.User@73c6c3b2 | P=82
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=23926 | wmic.exe | uy.edu.um.entities.User@7e0b37bc | P=194
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=74200 | services.exe | uy.edu.um.entities.User@61e717c2 | P=102
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=73480 | docker.exe | uy.edu.um.entities.User@7e0b37bc | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=19399 | ssh.exe | uy.edu.um.entities.User@64a294a6 | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=69372 | ssh.exe | uy.edu.um.entities.User@1a93a7ca | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=50849 | ipconfig.exe | uy.edu.um.entities.User@48533e64 | P=54
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=25776 | git.exe | uy.edu.um.entities.User@3b95a09c | P=101
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=88525 | regedit.exe | uy.edu.um.entities.User@48533e64 | P=56
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=10474 | notepad.exe | uy.edu.um.entities.User@73c6c3b2 | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=58753 | control.exe | uy.edu.um.entities.User@61e717c2 | P=229
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=64496 | control.exe | uy.edu.um.entities.User@4dcbadb4 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=23751 | diskpart.exe | uy.edu.um.entities.User@6ae40994 | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=77515 | control.exe | uy.edu.um.entities.User@48533e64 | P=84
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=72653 | cmd.exe | uy.edu.um.entities.User@3d82c5f3 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=86178 | notepad.exe | uy.edu.um.entities.User@2b05039f | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=31227 | explorer.exe | uy.edu.um.entities.User@1a93a7ca | P=84
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=17545 | node.exe | uy.edu.um.entities.User@3d82c5f3 | P=115
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=68117 | python.exe | uy.edu.um.entities.User@66cd51c3 | P=115
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=14193 | chrome.exe | uy.edu.um.entities.User@1a93a7ca | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=11521 | java.exe | uy.edu.um.entities.User@7e0b37bc | P=131
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=56218 | explorer.exe | uy.edu.um.entities.User@64a294a6 | P=82
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=80628 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=197
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=26850 | diskpart.exe | uy.edu.um.entities.User@3d82c5f3 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=28731 | wmic.exe | uy.edu.um.entities.User@2b05039f | P=228
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=82378 | mvn.exe | uy.edu.um.entities.User@66cd51c3 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=23909 | git.exe | uy.edu.um.entities.User@4dcbadb4 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=74401 | ipconfig.exe | uy.edu.um.entities.User@3b95a09c | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=34314 | ssh.exe | uy.edu.um.entities.User@66cd51c3 | P=101
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=17757 | python.exe | uy.edu.um.entities.User@1a93a7ca | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=92499 | control.exe | uy.edu.um.entities.User@1a93a7ca | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=26162 | regedit.exe | uy.edu.um.entities.User@73c6c3b2 | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=52882 | taskmgr.exe | uy.edu.um.entities.User@61e717c2 | P=134
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=23186 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=165
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=25102 | java.exe | uy.edu.um.entities.User@64a294a6 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=44977 | regedit.exe | uy.edu.um.entities.User@1a93a7ca | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=8604 | git.exe | uy.edu.um.entities.User@1a93a7ca | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=94444 | chrome.exe | uy.edu.um.entities.User@61e717c2 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=37812 | gradle.exe | uy.edu.um.entities.User@1a93a7ca | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=26362 | python.exe | uy.edu.um.entities.User@3b95a09c | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=82260 | notepad.exe | uy.edu.um.entities.User@3b95a09c | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=93803 | wmic.exe | uy.edu.um.entities.User@3b95a09c | P=82
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=77474 | control.exe | uy.edu.um.entities.User@73c6c3b2 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=22932 | docker.exe | uy.edu.um.entities.User@1a93a7ca | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=87309 | notepad.exe | uy.edu.um.entities.User@3d82c5f3 | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=57818 | java.exe | uy.edu.um.entities.User@48533e64 | P=101
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=35113 | ssh.exe | uy.edu.um.entities.User@7e0b37bc | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=80030 | python.exe | uy.edu.um.entities.User@64a294a6 | P=117
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=75564 | docker.exe | uy.edu.um.entities.User@61e717c2 | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=14250 | ipconfig.exe | uy.edu.um.entities.User@6ae40994 | P=196
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=16716 | regedit.exe | uy.edu.um.entities.User@4dcbadb4 | P=114
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=90367 | chrome.exe | uy.edu.um.entities.User@61e717c2 | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=78219 | node.exe | uy.edu.um.entities.User@48533e64 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=57104 | mvn.exe | uy.edu.um.entities.User@64a294a6 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=17245 | calc.exe | uy.edu.um.entities.User@3d82c5f3 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=93048 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=21677 | ipconfig.exe | uy.edu.um.entities.User@7e0b37bc | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=25896 | powershell.exe | uy.edu.um.entities.User@61e717c2 | P=131
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=21904 | calc.exe | uy.edu.um.entities.User@73c6c3b2 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=43216 | diskpart.exe | uy.edu.um.entities.User@4dcbadb4 | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=45364 | regedit.exe | uy.edu.um.entities.User@2b05039f | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=90618 | explorer.exe | uy.edu.um.entities.User@3b95a09c | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=74550 | taskmgr.exe | uy.edu.um.entities.User@61e717c2 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=15431 | calc.exe | uy.edu.um.entities.User@7e0b37bc | P=134
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=72587 | chrome.exe | uy.edu.um.entities.User@66cd51c3 | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=43278 | ssh.exe | uy.edu.um.entities.User@4dcbadb4 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=71958 | services.exe | uy.edu.um.entities.User@6ae40994 | P=228
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=56672 | java.exe | uy.edu.um.entities.User@4dcbadb4 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=71116 | diskpart.exe | uy.edu.um.entities.User@3d82c5f3 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=93201 | notepad.exe | uy.edu.um.entities.User@3b95a09c | P=56
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=11760 | gradle.exe | uy.edu.um.entities.User@73c6c3b2 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=57848 | ssh.exe | uy.edu.um.entities.User@7e0b37bc | P=133
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=74481 | git.exe | uy.edu.um.entities.User@48533e64 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=38998 | ftp.exe | uy.edu.um.entities.User@6ae40994 | P=162
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=71817 | calc.exe | uy.edu.um.entities.User@66cd51c3 | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=64768 | wmic.exe | uy.edu.um.entities.User@3d82c5f3 | P=84
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=89568 | notepad.exe | uy.edu.um.entities.User@2b05039f | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=94402 | java.exe | uy.edu.um.entities.User@2b05039f | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=28216 | explorer.exe | uy.edu.um.entities.User@64a294a6 | P=114
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=50806 | git.exe | uy.edu.um.entities.User@4dcbadb4 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=27954 | chrome.exe | uy.edu.um.entities.User@64a294a6 | P=86
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=54364 | regedit.exe | uy.edu.um.entities.User@48533e64 | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=11598 | ssh.exe | uy.edu.um.entities.User@2b05039f | P=227
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=16417 | ssh.exe | uy.edu.um.entities.User@48533e64 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=67833 | wmic.exe | uy.edu.um.entities.User@7e0b37bc | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=40862 | control.exe | uy.edu.um.entities.User@7e0b37bc | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=16806 | ping.exe | uy.edu.um.entities.User@3d82c5f3 | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=47273 | netstat.exe | uy.edu.um.entities.User@3b95a09c | P=66
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=32042 | wmic.exe | uy.edu.um.entities.User@1a93a7ca | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=17404 | control.exe | uy.edu.um.entities.User@61e717c2 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=97338 | regedit.exe | uy.edu.um.entities.User@48533e64 | P=54
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=51644 | explorer.exe | uy.edu.um.entities.User@73c6c3b2 | P=101
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=56964 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=26447 | chrome.exe | uy.edu.um.entities.User@48533e64 | P=70
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=90517 | control.exe | uy.edu.um.entities.User@3b95a09c | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=45091 | java.exe | uy.edu.um.entities.User@66cd51c3 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=31495 | git.exe | uy.edu.um.entities.User@7e0b37bc | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=59450 | docker.exe | uy.edu.um.entities.User@3b95a09c | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=41824 | ipconfig.exe | uy.edu.um.entities.User@2b05039f | P=163
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=89486 | docker.exe | uy.edu.um.entities.User@1a93a7ca | P=70
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=8713 | calc.exe | uy.edu.um.entities.User@66cd51c3 | P=86
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=94358 | netstat.exe | uy.edu.um.entities.User@1a93a7ca | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=11517 | java.exe | uy.edu.um.entities.User@48533e64 | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=16442 | python.exe | uy.edu.um.entities.User@2b05039f | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=70109 | python.exe | uy.edu.um.entities.User@66cd51c3 | P=101
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=49517 | netstat.exe | uy.edu.um.entities.User@2b05039f | P=168
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=28903 | calc.exe | uy.edu.um.entities.User@64a294a6 | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=35183 | cmd.exe | uy.edu.um.entities.User@61e717c2 | P=226
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=32035 | docker.exe | uy.edu.um.entities.User@4dcbadb4 | P=115
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=91625 | services.exe | uy.edu.um.entities.User@4dcbadb4 | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=3182 | mvn.exe | uy.edu.um.entities.User@1a93a7ca | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=43435 | notepad.exe | uy.edu.um.entities.User@7e0b37bc | P=197
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=21215 | docker.exe | uy.edu.um.entities.User@73c6c3b2 | P=67
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=40390 | regedit.exe | uy.edu.um.entities.User@4dcbadb4 | P=50
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=75455 | docker.exe | uy.edu.um.entities.User@66cd51c3 | P=85
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=15192 | explorer.exe | uy.edu.um.entities.User@73c6c3b2 | P=99
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=96738 | powershell.exe | uy.edu.um.entities.User@1a93a7ca | P=69
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=24892 | wmic.exe | uy.edu.um.entities.User@66cd51c3 | P=83
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=30507 | git.exe | uy.edu.um.entities.User@3d82c5f3 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=95760 | ipconfig.exe | uy.edu.um.entities.User@2b05039f | P=133
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=16202 | docker.exe | uy.edu.um.entities.User@3d82c5f3 | P=100
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=38897 | cmd.exe | uy.edu.um.entities.User@73c6c3b2 | P=116
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=8500 | taskmgr.exe | uy.edu.um.entities.User@2b05039f | P=164
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=69688 | gradle.exe | uy.edu.um.entities.User@73c6c3b2 | P=54
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=23457 | chrome.exe | uy.edu.um.entities.User@3b95a09c | P=52
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=38014 | taskmgr.exe | uy.edu.um.entities.User@2b05039f | P=98
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=25724 | services.exe | uy.edu.um.entities.User@6ae40994 | P=163
[2026-06-10 17:07:03]: NEW PENDING PROCESS: PID=52169 | diskpart.exe | uy.edu.um.entities.User@64a294a6 | P=67
